2440033.5,17,Vis.,1,400/1600 mm Astrograph,"Richter, G. A."
2440037.45,17,Vis.,1,401/1600 mm Astrograph,"Richter, G. A."
2440037.5,17,Vis.,1,402/1600 mm Astrograph,"Richter, G. A."
2440038.44,13,Vis.,0,403/1600 mm Astrograph,"Richter, G. A."
2440038.45,12.5,Vis.,0,404/1600 mm Astrograph,"Richter, G. A."
2440038.5,12.5,Vis.,0,405/1600 mm Astrograph,"Richter, G. A."
2440039.45,12.3,Vis.,0,406/1600 mm Astrograph,"Richter, G. A."
2440039.5,12.4,Vis.,0,407/1600 mm Astrograph,"Richter, G. A."
2440040.46,12.4,Vis.,0,408/1600 mm Astrograph,"Richter, G. A."
2440059.4,14.9,Vis.,0,409/1600 mm Astrograph,"Richter, G. A."
2440060.42,14.9,Vis.,0,410/1600 mm Astrograph,"Richter, G. A."
2440065.39,14.7,Vis.,0,411/1600 mm Astrograph,"Richter, G. A."
2440066.41,14.8,Vis.,0,412/1600 mm Astrograph,"Richter, G. A."
2440066.46,14.8,Vis.,0,413/1600 mm Astrograph,"Richter, G. A."
2440066.5,14.9,Vis.,0,414/1600 mm Astrograph,"Richter, G. A."
2440066.53,14.9,Vis.,0,415/1600 mm Astrograph,"Richter, G. A."
2440067.41,15,Vis.,0,416/1600 mm Astrograph,"Richter, G. A."
2440067.46,15,Vis.,0,417/1600 mm Astrograph,"Richter, G. A."
2440067.5,14.9,Vis.,0,418/1600 mm Astrograph,"Richter, G. A."
2440068.42,16,Vis.,0,419/1600 mm Astrograph,"Richter, G. A."
2440068.49,16,Vis.,0,420/1600 mm Astrograph,"Richter, G. A."
2440068.53,16,Vis.,0,421/1600 mm Astrograph,"Richter, G. A."
2440069.49,16.5,Vis.,1,422/1600 mm Astrograph,"Richter, G. A."
2440037.45,16.5,Vis.,1,423/1600 mm Astrograph,"Richter, G. A."
